model,task,created,log_file,dimension,accuracy,stderr
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,Diverse Desires,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,Emotion Recognition,0.8,0.19999999999999998
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,Faux Pas Detection,0.8,0.19999999999999998
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,First-Order False Belief,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,Hidden Emotion (Appearance vs. Reality),1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,Intention vs. Accident,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,Irony,0.8,0.19999999999999998
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,Knowledge Access / Ignorance,0.8,0.19999999999999998
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,Sarcasm,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,Second-Order False Belief,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,White Lies / Prosocial Deception,1.0,0.0
