model,task,created,log_file,dimension,construct,accuracy,stderr
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,Intention vs. Accident,Desire / intention inference,0.7,0.15275252316519464
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,Irony,Pragmatic understanding,0.7,0.15275252316519464
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,Knowledge Access / Ignorance,Knowledge access,0.3,0.15275252316519464
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,Sarcasm,Pragmatic understanding,0.2,0.13333333333333333
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,White Lies / Prosocial Deception,Deception,0.7,0.15275252316519464
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,ALL (overall),ALL (overall),0.9919354838709677,0.008064516129032261
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,First-Order False Belief,Belief reasoning,0.9166666666666666,0.08333333333333333
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,Irony,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen3-8b,tom_12dim_mcq,2026-07-16T21:56:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-56-06-00-00_tom-12dim-mcq_KR6tJmBhH47RKzFhFZaBzp.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
